iter	Logloss
424	0.4070603355
425	0.4069505404
426	0.4064664361
427	0.406210958
428	0.4061647554
429	0.4057865676
430	0.4056829101
431	0.4056229831
432	0.405562502
433	0.4053735999
434	0.4052817915
435	0.4049838615
436	0.404922528
437	0.4046931347
438	0.4046357224
439	0.4045491139
440	0.404391667
441	0.4043330187
442	0.4042178532
443	0.4040272036
444	0.4039678733
445	0.403631839
446	0.4035739153
447	0.4034714086
448	0.4034134849
449	0.403340686
450	0.4031961963
451	0.403102342
452	0.4030407101
453	0.4029949764
454	0.4028252969
455	0.4025290718
456	0.4024803971
457	0.4024191915
458	0.4022600398
459	0.4019573361
460	0.4016122658
461	0.4015566011
462	0.4014260063
463	0.4012466516
464	0.4011866394
465	0.4011515186
466	0.4010791885
467	0.4010245041
468	0.4009755737
469	0.400922722
470	0.4007640817
471	0.4007112727
472	0.4005440227
473	0.4003913922
474	0.4003328291
475	0.4001808806
476	0.3998731475
477	0.3998220007
478	0.3997742637
479	0.3996946026
480	0.3995322116
481	0.3994782517
482	0.399426423
483	0.3992942085
484	0.3991779349
485	0.3990683103
486	0.3989454728
487	0.3989031062
488	0.3988257041
489	0.3986009566
490	0.398455103
491	0.3984094119
492	0.3983265541
493	0.3982837187
494	0.3982340211
495	0.3981885004
496	0.3979152061
497	0.3978735641
498	0.3976479216
499	0.3975264054
500	0.39698182
501	0.3969413715
502	0.3967124044
503	0.3964251726
504	0.3961644519
505	0.3958980624
506	0.3957617989
507	0.3955246057
508	0.3953700998
509	0.3951817518
510	0.3950242197
511	0.3948306291
512	0.3947062146
513	0.3944151468
514	0.3943679639
515	0.3942628999
516	0.3942069794
517	0.3941603506
518	0.3941124431
519	0.3940098086
520	0.3939618585
521	0.3938743975
522	0.3936391649
523	0.3935383205
524	0.3933797229
525	0.3930705406
526	0.3928675305
527	0.3926849365
528	0.3926362618
529	0.3925329453
530	0.3924846116
531	0.3922127665
532	0.3921635804
533	0.392066572
534	0.3920138908
535	0.3917643797
536	0.3917182624
537	0.3915543796
538	0.3914540467
539	0.3912815968
540	0.3911009208
541	0.3910444888
542	0.3909237824
543	0.3907763518
544	0.3906007905
545	0.3903854626
546	0.3902568284
547	0.3900452513
548	0.3898833717
549	0.3898448411
550	0.3897873862
551	0.3897343641
552	0.3896873943
553	0.3895436718
554	0.38943328
555	0.3893147048
556	0.3892730201
557	0.3891667201
558	0.3889718935
559	0.388877826
560	0.3888037484
561	0.3887533689
562	0.3886449377
563	0.3885937057
564	0.3885239329
565	0.3884504094
566	0.3883324735
567	0.3881055949
568	0.3880059013
569	0.3878545921
570	0.3876786472
571	0.3874317787
572	0.387341803
573	0.38728324
574	0.3872349915
575	0.3870997083
576	0.3870267815
577	0.3868457645
578	0.386686357
579	0.3864940452
580	0.3863903877
581	0.3863518571
582	0.3862389932
583	0.3860650942
584	0.3859967706
585	0.3859454107
586	0.3857904786
587	0.3856971357
588	0.3856480774
589	0.3854694047
590	0.3854310446
591	0.3853836486
592	0.3853064169
593	0.3852092381
594	0.3851570257
595	0.3850923677
596	0.3850493191
597	0.385002392
598	0.3849621139
599	0.3847421401
600	0.3846431711
601	0.3845964144
602	0.3844137352
603	0.3843677457
604	0.3843314741
605	0.3842305018
606	0.3841409523
607	0.3840877597
608	0.3840424948
609	0.3838872217
610	0.3838019344
611	0.3837605908
612	0.3834421168
613	0.3833853013
614	0.3833421249
615	0.3832540672
616	0.3831903468
617	0.3829093379
618	0.3826022867
619	0.3825614119
620	0.382342589
621	0.3821274741
622	0.3820702324
623	0.3820294428
624	0.3817997512
625	0.3817131
626	0.3814447499
627	0.381401062
628	0.3813628298
629	0.3812642444
630	0.3811658721
631	0.3811066697
632	0.3808368278
633	0.3807989366
634	0.3807624519
635	0.3807012462
636	0.3806575583
637	0.3805761071
638	0.3804010999
639	0.3801185139
640	0.3800240629
641	0.3799866405
642	0.379889973
643	0.3797110446
644	0.3796078559
645	0.3795396176
646	0.3794126884
647	0.3791260959
648	0.3790924243
649	0.3788666112
650	0.37876338
651	0.3787207151
652	0.3786145002
653	0.3785754582
654	0.3784590567
655	0.3783931626
656	0.3781747658
657	0.3781433105
658	0.377875344
659	0.3777273167
660	0.3775838927
661	0.3775042315
662	0.3773908562
663	0.3771820921
664	0.3770186781
665	0.3769555971
666	0.3769131879
667	0.3768736344
668	0.3767004173
669	0.376667385
670	0.3765985926
671	0.3764999645
672	0.3764488604
673	0.3763687304
674	0.3762817383
675	0.3760021359
676	0.3759703396
677	0.375759487
678	0.3755917682
679	0.3755517885
680	0.3754544391
681	0.3754239216
682	0.3752537733
683	0.3752170328
684	0.3750959002
685	0.3750258717
686	0.3749017982
687	0.3746392447
688	0.3746025895
689	0.3743866649
690	0.3743575965
691	0.3742622503
692	0.3742311787
693	0.3740276145
694	0.3738954853
695	0.3738436139
696	0.3737783592
697	0.3735753065
698	0.3735404414
699	0.3734691769
700	0.3732644619
701	0.3730906481
702	0.3730326818
703	0.3729793613
704	0.3729389127
705	0.3728448452
706	0.3727885838
707	0.3727358173
708	0.3727001851
709	0.3725892818
710	0.3725180173
711	0.3724136353
712	0.3722822307
713	0.372060552
714	0.3719941038
715	0.3719315342
716	0.3718571157
717	0.371717144
718	0.3716827478
719	0.3714620068
720	0.3712100237
721	0.3711297232
722	0.3710921304
723	0.3708357145
724	0.3707549026
725	0.370612885
726	0.370560076
727	0.3704650282
728	0.3704363434
729	0.3703595806
730	0.3702078878
731	0.3700865421
732	0.3700516344
733	0.3699618718
734	0.3699137086
735	0.3698441916
736	0.3697884842
737	0.3697548552
738	0.3696214473
739	0.3695437895
740	0.3693141831
741	0.3692759935
742	0.3691453135
743	0.3690975765
744	0.3690583213
745	0.369025971
746	0.3689983943
747	0.368933651
748	0.3686282621
749	0.3685464699
750	0.3685136507
751	0.3684659137
752	0.3683075718
753	0.3682701921
754	0.3681418137
755	0.3679844521
756	0.3679529968
757	0.3678443099
758	0.3677936746
759	0.3677565079
760	0.3676608634
761	0.3675052067
762	0.3674658237
763	0.3674344111
764	0.3673047966
765	0.3671358418
766	0.3669864932
767	0.3669099435
768	0.3668732883
769	0.3667187398
770	0.3666502883
771	0.3665536635
772	0.3664722975
773	0.3663553419
774	0.3663200933
775	0.3660774444
776	0.3660023439
777	0.3659690559
778	0.3657353577
779	0.3657026238
780	0.3655382721
781	0.3655020858
782	0.365469224
783	0.3654098511
784	0.3653438291
785	0.3653116919
786	0.3652795973
787	0.3652399159
788	0.3652073525
789	0.3650089882
790	0.3649635528
791	0.3648483873
792	0.3647069665
793	0.364663236
794	0.3645074514
795	0.3644793633
796	0.3644154298
797	0.3642734975
798	0.3640731726
799	0.3640418878
800	0.3640193833
801	0.3638846967
802	0.3638506841
803	0.363773964
804	0.3636818998
805	0.3635919241
806	0.3635212136
807	0.3633729306
808	0.3631732877
809	0.363143793
810	0.3629956379
811	0.3629242455
812	0.3628935574
813	0.3628294535
814	0.362754566
815	0.3626749476
816	0.3626276794
817	0.3625902144
818	0.3625538576
819	0.3625239793
820	0.362339723
821	0.3623109104
822	0.3622809469
823	0.3621999218
824	0.362063019
825	0.36198323
826	0.3618446222
827	0.3617419024
828	0.3616843623
829	0.361641399
830	0.3615406399
831	0.3614951619
832	0.361466818
833	0.3613390363
834	0.3612956468
835	0.3611886648
836	0.361125328
837	0.3610018938
838	0.3607989263
839	0.3607338847
840	0.3606402861
841	0.3606082341
842	0.3603761982
843	0.3603486642
844	0.360319681
845	0.3601823945
846	0.3601441197
847	0.3601099792
848	0.3600387999
849	0.3599386801
850	0.3598093214
851	0.3596875921
852	0.3596508943
853	0.3595656496
854	0.359495749
855	0.3594226944
856	0.3593818196
857	0.3593463152
858	0.3592953389
859	0.3590408837
860	0.3588484865
861	0.3588162214
862	0.3585588679
863	0.3583530874
864	0.3583002357
865	0.3582032273
866	0.3580530263
867	0.3580221677
868	0.3579790339
869	0.3578823665
870	0.357854321
871	0.3578227379
872	0.3577927744
873	0.3577605945
874	0.3577353195
875	0.357668232
876	0.357518585
877	0.3574961018
878	0.3573536367
879	0.3572392384
880	0.3570421102
881	0.3569078286
882	0.356736018
883	0.3566808221
884	0.3566399899
885	0.3565627157
886	0.3565310047
887	0.3564884463
888	0.35642528
889	0.3563894773
890	0.3563348781
891	0.3562648709
892	0.3561313565
893	0.3561002635
894	0.356041807
895	0.3559916406
896	0.3558590639
897	0.3557588801
898	0.3556626815
899	0.3553542025
900	0.3552974935
901	0.355261499
902	0.355161571
903	0.3550850426
904	0.3549444103
905	0.3548624902
906	0.3547749439
907	0.3547506918
908	0.3546841158
909	0.3546302412
910	0.3544655059
911	0.3543397914
912	0.3542719154
913	0.3542407158
914	0.3542134802
915	0.3541875019
916	0.3541548319
917	0.3540983786
918	0.3539642675
919	0.3539409957
920	0.3538131075
921	0.3537826325
922	0.3536191972
923	0.3535385345
924	0.3534409507
925	0.3534104331
926	0.3533802991
927	0.3533042609
928	0.3532689483
929	0.3532462093
930	0.3531904807
931	0.352973597
932	0.3527168402
933	0.3526784375
934	0.3524755339
935	0.3524510261
936	0.3523680618
937	0.3521573797
938	0.3521274162
939	0.3519745512
940	0.3518779264
941	0.3518403123
942	0.3518145258
943	0.3517089716
944	0.3516834834
945	0.3516571642
946	0.3515684245
947	0.3515465379
948	0.3515147417
949	0.3514722686
950	0.3514446919
951	0.3514086761
952	0.3513155463
953	0.3512899942
954	0.3512280001
955	0.3510272063
956	0.3509989477
957	0.3508690349
958	0.3508131144
959	0.3506943047
960	0.3506575217
961	0.3505942489
962	0.3504477986
963	0.3503908552
964	0.3503584409
965	0.3502931222
966	0.3501232296
967	0.3500314638
968	0.349896692
969	0.3498738678
970	0.3497800987
971	0.349753822
972	0.3497221963
973	0.3496979442
974	0.3496320074
975	0.3496068603
976	0.3495784312
977	0.3495534971
978	0.3495297778
979	0.3494571281
980	0.3493356545
981	0.3492092793
982	0.3490035414
983	0.3489688042
984	0.348830644
985	0.3487790497
986	0.3487258783
987	0.3485492514
988	0.3484015012
989	0.348350738
990	0.3483224581
991	0.3482953929
992	0.3482667081
993	0.3482264727
994	0.3481707014
995	0.3481117973
996	0.3480874173
997	0.3480517638
998	0.3480233986
999	0.3478760533
